question,class,answer,drug,doctor,speciality
Im having fever with dry throat and temperature is not.coming down I have bought amox 500mg & paracetamol but no taken due empty stomach what to do now I have taken ice cream 2days back than all this started,fever,"Hi Don't worry, it does not matter.",https://1mg.com/drugs/amox-500mg-capsule-44812,Dr. Ila Jain Khandelwal,Pathology
Ear discharge fluid and treatment take antibiotic the amox clavi in 3 day cover sever pain and information and discharge but normal pain in backside of ear,other,It can be due to mastoditisVisit ent specialist as infection may be severe,https://1mg.com/drugs/amox-500mg-capsule-44812,Dr. Vijay Verma,ENT
Most of the times when I get excited or have orgasm I feel pain in my testis and around it .,other,hi PATIENT  neuropathic pain mostly. take tablet emanzen d 1 bd,https://1mg.com/drugs/axogurd-sr-tablet-147475,Dr. Pranay Gandhi,Sexology
"Sir Plz suggest me effective pain killer with minimum side effects for back pain and arthritis, which can be taken on regular basis as and when required.",other,dpeneds on the type of pain - muscular or neuropathic; show tro nearby neuro,https://1mg.com/drugs/axogurd-sr-tablet-147475,Dr. Vikas Sharma,Neurology
Neuropathic pain in leg.Unable to walk,other,Any test u have,https://1mg.com/drugs/axogurd-sr-tablet-147475,Dr. Mehtab Baig,Orthopaedic Physiotherapy
charcot Anthropathy Peripheral neuropathic proble. No pain in foot,other,"Kindly consult a neurologist / orthopaedic surgeon for this, I will not be able to help you regarding this case",https://1mg.com/drugs/axogurd-sr-tablet-147475,Dr. Himanshu Gupta,Dermatology
"Burning sensation in sole ,penile region regularly No spot at penile area but constant burning sensation at sole and penile area No relief from amoxicillin,ceprofloxin doxycyclene Period :last 14 days",other,that may be a neuropathic pain. do u have high bp or diabetes. take tablet pregama m 1 od for 15 days,https://1mg.com/drugs/axogurd-sr-tablet-147475,Dr. Pranay Gandhi,Sexology
I suffered from brain stroke. How long can I use gabapentin 300 mg tablets ?,other,"Hello, Welcome to 1mg. I am  Anshul Varshney for your help. This medicine is used to calm down the neuropathic pain. You may take it till you feel better. Later your doctor may reduce the dose and stop it.",https://1mg.com/drugs/axogurd-sr-tablet-147475,Dr. Anshul Varshney,Physician
"I m suffering due to pain in left testis, so I visited pgimer Chandigarh in urology deptt. There I had gone for dopler ultrasound testis and its reports are normal Now whenever I lay down at bed I felt a smaal lump in testis,when I touchdown it, the pain radiates in whole left testis Now I m feeling pain sometimes in both tastis Is it a sign of early vericoseal Or something else Pls. Suggest",other,"it is a neuropathic pain and it won't show any abnormality in USG. i am worried about the lump u r talking about. its better if u consult a surgeon, PGIMER UROLOGY is the best place to go for examination. if they say its normal, its normal. for pain take pregaba m 1 od",https://1mg.com/drugs/axogurd-sr-tablet-147475,Dr. Pranay Gandhi,Sexology
What medicine cures diabetic neuropathic ill effects such as burning sensation in hands and legs and walking disability,other,Pregastar M 75/1500,https://1mg.com/drugs/axogurd-sr-tablet-147475,Dr. Sanjay Bhatt,Physician
Sir My mom have problem of thyroid and doctors are say you have to take ambulax and Neo-Mercazole 5 Sir can she take regularly ambulax medicine,other,Propanalol with neomercazole is prescribed in hyperthyroidism,https://1mg.com/drugs/ambulax-tablet-290104,Dr. Sfurti Mann,Internal Medicine
"Sir / mam i m a student of msc physics suffering from generalised anexiety disorder which worsen at the times of exams.i ate psychatric medicines for 1 month but left 20 days ago as i dont want to be dependent on them.now my exams are approaching i feel problem in concenterating,dizziness etc i dont want to go back to doctor but i have tablet AMBULAX(PROPRANOLOL HCL $ALPRAZOLAM TABLETS) I feel perfect after eating one tablet can i use this tablet just for 1 month 1 daily. Is it any harm or chances of being addictive or anything.Relly confused sir please help",other,"Regular use of benzodiazepines like alprazolam is not recommended. They only suppress anxiety symptoms but don't correct them. But if you not willing for proper psychiatric management, you can use this medication for short intervals.",https://1mg.com/drugs/ambulax-tablet-290104,Dr. Jyoti Kapoor Madan,Psychiatry
Suffering from Anxiety disorder,other,"Anxiety is the result of a hyperarousal state of nervous system due to a low threshold for threat perception. In simpler words, it's an ongoing flight or fight response. It can elicit a neuro-hormonal response understood as Flight or Fright reaction kicking in physiological cascade of symptoms ranging from palpitations, tachycardia, breathlessness, increased bowel movement, increase frequency of urination, dizziness, muscle tension or pain, trembling, dizziness, blurring of vision to restlessness, confusion and fainting spells. Chronic stress causes prolonged anxiety response with the consequences of slowed me ration, lack of concentration, fluctuations in blood pressure and increased wear and tear of body tissues. Identifying your stressors, learning to deal with them, de stressing regularly by doing something that makes one feel good, yoga and meditation are some non pharmacological strategies to deal with it. If the condition is persisting for a long time, it's better to see a psychiatrist.",https://1mg.com/drugs/ambulax-tablet-290104,Dr. Jyoti Kapoor Madan,Psychiatry
Recently diagnosed diabetes. Fasting-246 HbA1C-12.7 I am badly scared. My physician has suggested Azulix MF 1 forte OD Plz guide me about daily calory I should take.,other,"You needs to follow proper diabetic diet chart. Which includes quantity of food you needs to take, calories and timings according to your medicine is included. So get diabetic diet chart from your diabatologist and follow it. Online is not possible",https://1mg.com/drugs/azulix-1-mf-tablet-pr-337905,Dr. Sanjay Bhatt,Physician
I am diabetic from last 5 years i am taking azulix 1 mf fort from last 4 years kindly suggest me any good ayurvedic  in ludhiana,other,http://www.1mgayush.com/DiabetesMellitus/products/BGR_34_TABLETS/Standard,https://1mg.com/drugs/azulix-1-mf-tablet-pr-337905,Dr. Deepak Kumar Soni,Ayurveda
I am having Diabetes and am taking Vysov and Azulix from last 2 years soo i have to order that,other,"[10/11, 22:35] drsanjaybhat786: It is not good control.A person can control his or her sugar levels by regular exercise and walk or regular aerobic exercises at least 30 to 45 minutes per day.MEDICAL NUTRITIONAL THERAPY THAT IS TO MAINTAIN CALORIES INTAKE AS PER BMI .TAKE HELP OF DIABETIC EDUCATOR. VISIT YOU DOCTOR  AND LOW ALL WHAT DOCTOR  SUGGESTED.IN TIME ALL ROUTINE INVESTIGATIONS SHOULD BE DONE.you souls not treat it as disease but start of a healthy life.Uncontrolled sugar levels for long time leads to lower limb weakness which is neuropathy and which is followed by foot ulcers and other complications.online prescription is not allowed without seeing pt.so contact doctor nearby for any change or dose adjustment or visit my clinic at gurgaon sector 52 RdCity snergy multi speciality clinic near 10:26 PM 10:26 PM Ic attach file black 24 px Type your message Ic send black 24 px About Us T & C 10:31 PM 10:31 PM Ic attach file black 24 px Type your message Ic send black 24 px About Us T & C [10/11, 22:36] drsanjaybhat786: It is not good control.A person can control his or her sugar levels by regular exercise and walk or regular aerobic exercises at least 30 to 45 minutes per day.MEDICAL NUTRITIONAL THERAPY THAT IS TO MAINTAIN CALORIES INTAKE AS PER BMI .TAKE HELP OF DIABETIC EDUCATOR. VISIT YOU DOCTOR  AND LOW ALL WHAT DOCTOR  SUGGESTED.IN TIME ALL ROUTINE INVESTIGATIONS SHOULD BE DONE.you souls not treat it as disease but start of a healthy life.Uncontrolled sugar levels for long time leads to lower limb weakness which is neuropathy and which is followed by foot ulcers and other complications.online prescription is not allowed without seeing pt.so contact doctor nearby for any change or dose adjustment or visit my clinic at gurgaon sector 52 RdCity snergy multi speciality clinic near SRS MARKET",https://1mg.com/drugs/azulix-1-mf-tablet-pr-337905,Dr. Sanjay Bhatt,Physician
"I am suffering from diabetes since last to years, now taking AZULIX 2 MF & ARVAST 10, which is too expensive, please give me advise any other medicine At present I have no problem but I want to safe me from any future problems which may arrive due to diabetes",other,Take medicine timely follow ur doc.do regular basis exercises and eat well balence diabetic diet,https://1mg.com/drugs/azulix-1-mf-tablet-pr-337905,Dr. Sanjay Bhatt,Physician
Cough problem and body pain also headache,cold and cough,It can be viral infection or respiratory tract infection. Consult a ENT specialist,https://1mg.com/drugs/ambrolite-syrup-145273,Dr. Shubhra Chandan Pradhan,ENT
"I am taking Alfusin for treatment of urine completely out and not store.when I take medicine my penis become tiet and active so take it in normal condition I go to bathroom and do hastmatun"" but due this on last Saturday I have pain in left side of penis.also doing urine problem.i think any vain is disturb.what to do?""",other,U need not masturbate everytime u take alfusin.,https://1mg.com/drugs/alfusin-tablet-pr-41805,Dr. Praveen Pushkar,Urology
"If I am taking ALFUSIN D , can I take Tadacep 50 once in a week?",other,"take tab dapoxetine 30 mg 1 od at night for 15 days,please visit for more information www.bestdoctorsindelhi.com",https://1mg.com/drugs/alfusin-tablet-pr-41805,Dr. Vinod Raina,Sexology
Had been taking alfusin-d for enlarged prostratr since 2010. Rt kidney removed due ipoma Nov 2009. Suddenly since one day urimatipm is impaired. Didnot take alfusin for two days due mon stock at chemists. Advice what's immediate need 540260 is my OTP I have sent the OTP What next,other,Take tab silo fast 8 mg once a day. Start now itself.,https://1mg.com/drugs/alfusin-tablet-pr-41805,Dr. Sumit Sharma,Urology
"I am treated for chronic prostatis for the last 8 months and I am prescribed alfusin tablet. I don't see any improvement. I am feeling the burning sensation in penis, pelvic and anal region. Kindly suggest alternatives and help me. I want to get rid of this discomfort once for all. Thanks",other,Cnt prescribe u online. Consult urologist nearby,https://1mg.com/drugs/alfusin-tablet-pr-41805,Dr. Praveen Pushkar,Urology
I am having protrate enlargement which I am managing by taking Alfusin tabs. At present I do not have problem of urination. Is there any ayurvedic treatment to reduce the prostrate size to Normal ?,other,Please consult our Ayurvedic panel of Doctor for your complaint. I am a homeopathy doctor.,https://1mg.com/drugs/alfusin-tablet-pr-41805,Dr. Manju Singh,Homeopathy
I have pimples provlem in my face what am i do?,other,Face clin gel for application twice daily . Saslic DS wash or rejuglow face wash . Peels to clear acne and marks . Chemical peels . 9XXXXXX . SkinAid Clinic Gurgaon,https://1mg.com/drugs/alfusin-tablet-pr-41805,Dr. Atula Gupta,Dermatology
Having psoriasis needs what medicines to be taken,other,Hello PATIENT  post pictures of the lesions give a details history about the sites affected duration and wht medications u've taken before.Hw were u with those medicines. .,https://1mg.com/drugs/alfusin-tablet-pr-41805,Dr. Souvik Sardar,Dermatology
